"state","Indicator","Urban","Rural","Total","NFHS4","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"Arunachal Pradesh","109. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",8.5,9.1,9,NA,"","","",""
"Arunachal Pradesh","110. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",33.2,33.1,33.1,NA,"","","",""
"Arunachal Pradesh","111. Ever undergone a screening test for cervical cancer (%)",1.4,0.7,0.8,NA,"","","",""
"Arunachal Pradesh","112. Ever undergone a breast examination for breast cancer (%)",0.7,0.3,0.3,NA,"","","",""
"Arunachal Pradesh","113. Ever undergone an oral cavity examination for oral cancer (%)",1,0.5,0.6,NA,"","","",""
"Arunachal Pradesh","114. Ever undergone an oral cavity examination for oral cancer (%)",1.2,0.7,0.8,NA,"","","",""
"Arunachal Pradesh","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",11.1,12.5,12.3,16,"","","",""
"Arunachal Pradesh","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",30.4,34,33.4,27.5,"","","",""
"Arunachal Pradesh","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",58.6,62.9,62.2,45.2,"","","",""
"Arunachal Pradesh","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",70.6,79.1,77.7,64.2,"","","",""
"Arunachal Pradesh","119. Currently married women who usually participate in three household decisions25 (%)",89.2,86.6,87,89.1,"","","",""
"Arunachal Pradesh","120. Women who worked in the last 12 months and were paid in cash (%)",23,23.6,23.5,17.2,"","","",""
"Arunachal Pradesh","121. Women owning a house and/or land (alone or jointly with others) (%)",69.8,70.3,70.2,59.7,"","","",""
"Arunachal Pradesh","122. Women having a bank or savings account that they themselves use (%)",86,76.7,78.2,56.6,"","","",""
"Arunachal Pradesh","123. Women having a mobile phone that they themselves use (%)",81.9,75.3,76.4,59.8,"","","",""
"Arunachal Pradesh","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",93.5,91.4,91.8,73.4,"","","",""
"Arunachal Pradesh","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",18.5,26,24.8,31,"","","",""
"Arunachal Pradesh","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",1.1,3.3,3,1.6,"","","",""
"Arunachal Pradesh","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",0.1,0.8,0.7,0.9,"","","",""
"Arunachal Pradesh","128. Women age 15 years and above who use any kind of tobacco (%)",14,19.7,18.8,NA,"","","",""
"Arunachal Pradesh","129. Men age 15 years and above who use any kind of tobacco (%)",44.5,51.4,50.3,NA,"","","",""
"Arunachal Pradesh","130. Women age 15 years and above who consume alcohol (%)",14.9,25.9,24.2,NA,"","","",""
"Arunachal Pradesh","131. Men age 15 years and above who consume alcohol (%)",44.3,54.3,52.7,NA,"","","",""
"Chhattisgarh","1. Female population age 6 years and above who ever attended school (%)",80.3,66.1,69.3,67.6,"","","",""
"Chhattisgarh","2. Population below age 15 years (%)",23.2,26,25.4,29.2,"","","",""
"Chhattisgarh","3. Sex ratio of the total population (females per 1,000 males)",1016,1014,1015,1019,"","","",""
"Chhattisgarh","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",933,967,960,977,"","","",""
"Chhattisgarh","5. Children under age 5 years whose birth was registered with the civil authority (%)",97.3,96.4,96.6,86.1,"","","",""
"Chhattisgarh","6. Deaths in the last 3 years registered with the civil authority (%)",81.2,75.7,77,NA,"","","",""
"Chhattisgarh","7. Population living in households with electricity (%)",99.5,98.6,98.8,96.3,"","","",""
"Chhattisgarh","8. Population living in households with an improved drinking-water source1 (%)",98.6,94.7,95.5,91.3,"","","",""
"Chhattisgarh","9. Population living in households that use an improved sanitation facility2 (%)",88.2,73.5,76.8,34.8,"","","",""
"Chhattisgarh","10. Households using clean fuel for cooking3 (%)",80.2,19.2,33,22.8,"","","",""
"Chhattisgarh","11. Households using iodized salt (%)",99,98.3,98.5,99.1,"","","",""
"Chhattisgarh","12. Households with any usual member covered under a health insurance/financing scheme (%)",68.8,72.1,71.4,68.5,"","","",""
"Chhattisgarh","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",6.3,4.2,4.6,NA,"","","",""
"Chhattisgarh","14. Women who are literate4 (%)",83.4,69.1,72.5,NA,"","","",""
"Chhattisgarh","15. Men who are literate4 (%)",84.8,82,82.7,NA,"","","",""
"Chhattisgarh","16. Women with 10 or more years of schooling (%)",52.4,32.1,36.9,26.5,"","","",""
"Chhattisgarh","17. Men with 10 or more years of schooling (%)",52.2,38.1,41.5,36,"","","",""
"Chhattisgarh","18. Women who have ever used the internet (%)",44.5,20.8,26.7,NA,"","","",""
"Chhattisgarh","19. Men who have ever used the internet (%)",75.4,50.4,56.3,NA,"","","",""
"Chhattisgarh","20. Women age 20-24 years married before age 18 years (%)",8.1,13.2,12.1,21.3,"","","",""
"Chhattisgarh","21. Men age 25-29 years married before age 21 years (%)",9.8,18.3,16.2,26.9,"","","",""
"Chhattisgarh","22. Total fertility rate (children per woman)",1.4,1.9,1.8,2.2,"","","",""
"Chhattisgarh","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",1.7,3.4,3.1,4.8,"","","",""
"Chhattisgarh","24. Adolescent fertility rate for women age 15-19 years5",19,25,24,36,"","","",""
"Chhattisgarh","25. Neonatal mortality rate (NNMR)",19.3,35.6,32.4,42.1,"","","",""
"Chhattisgarh","26. Infant mortality rate (IMR)",26.2,48.7,44.3,54,"","","",""
"Chhattisgarh","27. Under-five mortality rate (U5MR)",28.9,55.8,50.4,64.3,"","","",""
"Chhattisgarh","28. Any method6 (%)",71.3,66.8,67.8,57.7,"","","",""
"Chhattisgarh","29. Any modern method6 (%)",64.9,60.8,61.7,54.5,"","","",""
"Chhattisgarh","30. Female sterilization (%)",47.3,47.6,47.5,46.2,"","","",""
"Chhattisgarh","31. Male sterilization (%)",0.4,0.9,0.8,0.7,"","","",""
"Chhattisgarh","32. IUD/PPIUD (%)",3.7,2.6,2.8,1.6,"","","",""
"Chhattisgarh","33. Pill (%)",2.6,2.3,2.4,1.7,"","","",""
"Chhattisgarh","34. Condom (%)",7.9,3,4.1,3.9,"","","",""
"Chhattisgarh","35. Injectables (%)",0.4,0.4,0.4,0,"","","",""
"Chhattisgarh","36. Total unmet need7 (%)",8,8.3,8.3,11.1,"","","",""
"Chhattisgarh","37. Unmet need for spacing7 (%)",3.5,3.4,3.4,5.3,"","","",""
"Chhattisgarh","38. Health worker ever talked to female non-users about family planning (%)",28,30.7,30.1,28.5,"","","",""
"Chhattisgarh","39. Current users ever told about side effects of current method8 (%)",82.9,83.5,83.4,54.7,"","","",""
"Chhattisgarh","40. Mothers who had an antenatal check-up in the first trimester (%)",71.5,64.1,65.7,70.8,"","","",""
"Chhattisgarh","41. Mothers who had at least 4 antenatal care visits (%)",62.2,59.6,60.1,59.1,"","","",""
"Chhattisgarh","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.1,91.9,91.9,94.3,"","","",""
"Chhattisgarh","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",41.4,45.9,45,30.3,"","","",""
"Chhattisgarh","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",23.5,27.1,26.3,9.5,"","","",""
"Chhattisgarh","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.5,97.2,97.5,91.4,"","","",""
"Chhattisgarh","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.3,82.3,84,63.6,"","","",""
"Chhattisgarh","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2536,1682,1833,1480,"","","",""
"Chhattisgarh","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",4.8,10.3,9.8,4.7,"","","",""
"Chhattisgarh","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",87.3,80.2,81.7,NA,"","","",""
"Chhattisgarh","50. Institutional births (%)",93.1,83.9,85.7,70.2,"","","",""
"Chhattisgarh","51. Institutional births in public facility (%)",58.9,72.7,70,55.9,"","","",""
"Chhattisgarh","52. Home births that were conducted by skilled health personnel10 (%)",3,6.5,5.8,8.4,"","","",""
"Chhattisgarh","53. Births attended by skilled health personnel10 (%)",95.5,87.2,88.8,78,"","","",""
"Chhattisgarh","54. Births delivered by caesarean section (%)",31.2,11.3,15.2,9.9,"","","",""
"Chhattisgarh","55. Births in a private health facility that were delivered by caesarean section (%)",60.4,54.5,57,46.6,"","","",""
"Chhattisgarh","56. Births in a public health facility that were delivered by caesarean section (%)",17.8,7.1,8.9,5.7,"","","",""
"Chhattisgarh","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",77.3,80.4,79.7,76.4,"","","",""
"Chhattisgarh","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",81.8,85.6,84.8,81.8,"","","",""
"Chhattisgarh","59. Children age 12-23 months who have received BCG (%)",95.8,96.6,96.4,98.4,"","","",""
"Chhattisgarh","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",85.8,83.8,84.2,81.7,"","","",""
"Chhattisgarh","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",84,88.4,87.5,91.4,"","","",""
"Chhattisgarh","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",87.7,90.9,90.2,93.9,"","","",""
"Chhattisgarh","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",34.8,29.1,30.4,NA,"","","",""
"Chhattisgarh","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",48.5,51,50.4,NA,"","","",""
"Chhattisgarh","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",82.3,87,85.9,76.4,"","","",""
"Chhattisgarh","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",81.9,85.2,84.5,76.7,"","","",""
"Chhattisgarh","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",88.9,98.7,96.6,96.4,"","","",""
"Chhattisgarh","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",10.6,1.1,3.1,3.6,"","","",""
"Chhattisgarh","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",3.3,3.7,3.6,9.1,"","","",""
"Chhattisgarh","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",68.8,67,67.3,67.9,"Based on 25-49 unweighted cases","","",""
"Chhattisgarh","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",33.8,41.4,40,28.9,"Based on 25-49 unweighted cases","","",""
"Chhattisgarh","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",73.3,73.9,73.8,71.3,"Based on 25-49 unweighted cases","","",""
"Chhattisgarh","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.5,1.5,1.5,2.2,"","","",""
"Chhattisgarh","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",63.2,63.7,63.6,70.1,"","","",""
"Chhattisgarh","75. Children under age 3 years breastfed within one hour of birth15 (%)",30,32.8,32.2,47.1,"","","",""
"Chhattisgarh","76. Children under age 6 months exclusively breastfed16 (%)",73.8,81.5,80.3,77.2,"","","",""
"Chhattisgarh","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",41.8,41.2,41.3,53.9,"","","",""
"Chhattisgarh","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",9.4,9.7,9.7,11.1,"","","",""
"Chhattisgarh","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",4.7,1.6,2.5,8.5,"Based on 25-49 unweighted cases","","",""
"Chhattisgarh","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",9,9.4,9.3,10.9,"","","",""
"Chhattisgarh","81. Children under 5 years who are stunted (height-for-age)18 (%)",30,35.7,34.6,37.6,"","","",""
"Chhattisgarh","82. Children under 5 years who are wasted (weight-for-height)18 (%)",18.9,18.9,18.9,23.1,"","","",""
"Chhattisgarh","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",9,7.2,7.5,8.4,"","","",""
"Chhattisgarh","84. Children under 5 years who are underweight (weight-for-age)18 (%)",25.8,32.7,31.3,37.7,"","","",""
"Chhattisgarh","85. Children under 5 years who are overweight (weight-for-height)20 (%)",5.7,3.6,4,2.9,"","","",""
"Chhattisgarh","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",16,25.3,23.1,26.7,"","","",""
"Chhattisgarh","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",11.1,19.4,17.4,24.1,"","","",""
"Chhattisgarh","88. Women who are overweight or obese (BMI >25.0 kg/m2)21 (%)",23.1,11.3,14.1,11.9,"","","",""
"Chhattisgarh","89. Men who are overweight or obese (BMI >25.0 kg/m2) (%)",22.4,12.7,14.9,10.2,"","","",""
"Chhattisgarh","90. Women who have high risk waist-to-hip ratio (>0.85) (%)",64.5,52.5,55.4,NA,"","","",""
"Chhattisgarh","91. Men who have high risk waist-to-hip ratio (>0.90) (%)",47.9,43.2,44.3,NA,"","","",""
"Chhattisgarh","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",71.1,66.2,67.2,41.6,"","","",""
"Chhattisgarh","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",57.1,62.5,61.2,47.3,"","","",""
"Chhattisgarh","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",38.8,54.7,51.8,41.5,"","","",""
"Chhattisgarh","95. All women age 15-49 years who are anaemic22 (%)",56.5,62.2,60.8,47,"","","",""
"Chhattisgarh","96. All women age 15-19 years who are anaemic22 (%)",62.2,61.2,61.4,45.5,"","","",""
"Chhattisgarh","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",20.8,28.9,27,22.1,"","","",""
"Chhattisgarh","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",22.5,34.4,31.5,27.4,"","","",""
"Chhattisgarh","99. Blood sugar level - high (141-160 mg/dl)23 (%)",5.4,4.3,4.5,NA,"","","",""
"Chhattisgarh","100. Blood sugar level - very high (>160 mg/dl)23 (%)",5.4,3.3,3.8,NA,"","","",""
"Chhattisgarh","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",12.1,8.1,9,NA,"","","",""
"Chhattisgarh","102. Blood sugar level - high (141-160 mg/dl)23 (%)",6.5,5.1,5.4,NA,"","","",""
"Chhattisgarh","103. Blood sugar level - very high (>160 mg/dl)23 (%)",4.8,4.2,4.4,NA,"","","",""
"Chhattisgarh","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",12.8,10.3,10.8,NA,"","","",""
"Chhattisgarh","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",14.6,14.9,14.8,NA,"","","",""
"Chhattisgarh","106. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",5.7,7.1,6.8,NA,"","","",""
"Chhattisgarh","107. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",23.5,23.6,23.6,NA,"","","",""
"Chhattisgarh","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",19.5,18.9,19,NA,"","","",""
"Chhattisgarh","109. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",6.3,7.8,7.5,NA,"","","",""
"Chhattisgarh","110. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",27.8,27.7,27.7,NA,"","","",""
"Chhattisgarh","111. Ever undergone a screening test for cervical cancer (%)",0.4,0.3,0.3,NA,"","","",""
"Chhattisgarh","112. Ever undergone a breast examination for breast cancer (%)",0.4,0.1,0.2,NA,"","","",""
"Chhattisgarh","113. Ever undergone an oral cavity examination for oral cancer (%)",0.4,0.2,0.2,NA,"","","",""
"Chhattisgarh","114. Ever undergone an oral cavity examination for oral cancer (%)",1.4,1.1,1.2,NA,"","","",""
"Chhattisgarh","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",23.9,22.8,23.1,20.7,"","","",""
"Chhattisgarh","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",37.4,28.7,30.7,35.8,"","","",""
"Chhattisgarh","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",86.3,72.1,75.6,57.5,"","","",""
"Chhattisgarh","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",90.2,83.3,84.9,82.9,"","","",""
"Chhattisgarh","119. Currently married women who usually participate in three household decisions25 (%)",96.5,91.6,92.7,90.5,"","","",""
"Chhattisgarh","120. Women who worked in the last 12 months and were paid in cash (%)",28.4,42.6,39.1,36.8,"","","",""
