"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"32. Mothers who had an antenatal check-up in the first trimester (%)",79.4,62.5,"","","AN","South Andaman"
"33. Mothers who had at least 4 antenatal care visits (%)",85.9,93.4,"","","AN","South Andaman"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.1,89.9,"","","AN","South Andaman"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",81,67.8,"","","AN","South Andaman"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",61.9,39.3,"","","AN","South Andaman"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.9,96.7,"","","AN","South Andaman"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",88.1,73.7,"","","AN","South Andaman"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3460,1298,"","","AN","South Andaman"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.8,NA,"","","AN","South Andaman"
"42. Institutional births (%)",99.5,97,"","","AN","South Andaman"
"43. Institutional births in public facility (%)",83.8,91.8,"","","AN","South Andaman"
"44. Home births that were conducted by skilled health personnel10 (%)",0,1,"","","AN","South Andaman"
"45. Births attended by skilled health personnel10 (%)",96.9,97.9,"","","AN","South Andaman"
"46. Births delivered by caesarean section (%)",37.1,23,"","","AN","South Andaman"
"47. Births in a private health facility that were delivered by caesarean section (%)",79.1,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"48. Births in a public health facility that were delivered by caesarean section (%)",29.6,20.2,"","","AN","South Andaman"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",76.3,69.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",96.6,79.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"51. Children age 12-23 months who have received BCG (%)",100,86.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",79,82.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",94.8,81,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",81.7,73.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",33.7,NA,"Based on 25-49 unweighted cases","","AN","South Andaman"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",0,NA,"Based on 25-49 unweighted cases","","AN","South Andaman"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",85.3,82.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",84,73.3,"","","AN","South Andaman"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",93.1,91.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",4.3,8.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",6,5.5,"","","AN","South Andaman"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0,1.9,"","","AN","South Andaman"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",77.3,79,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",51.1,41.7,"","","AN","South Andaman"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",22.3,11.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AN","South Andaman"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",23.5,11.9,"","","AN","South Andaman"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",21.1,20.1,"","","AN","South Andaman"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",12.6,15.6,"","","AN","South Andaman"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",3.5,4,"","","AN","South Andaman"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",17.4,18.5,"","","AN","South Andaman"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",7.2,3,"","","AN","South Andaman"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",10,13.4,"","","AN","South Andaman"
"79. Women who are overweight or obese (BMI â‰¥25.0 kg/m2)21 (%)",39,33.7,"","","AN","South Andaman"
"80. Women who have high risk waist-to-hip ratio (â‰¥0.85) (%)",78.2,NA,"","","AN","South Andaman"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",43.4,49.6,"","","AN","South Andaman"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",57.6,67,"","","AN","South Andaman"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AN","South Andaman"
"84. All women age 15-49 years who are anaemic22 (%)",57.7,67,"","","AN","South Andaman"
"85. All women age 15-19 years who are anaemic22 (%)",43.2,68.4,"","","AN","South Andaman"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",7.5,NA,"","","AN","South Andaman"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",9.5,NA,"","","AN","South Andaman"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",18.4,NA,"","","AN","South Andaman"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.3,NA,"","","AN","South Andaman"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",7.8,NA,"","","AN","South Andaman"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",18.1,NA,"","","AN","South Andaman"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",12.7,NA,"","","AN","South Andaman"
"93. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",4.9,NA,"","","AN","South Andaman"
"94. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",23,NA,"","","AN","South Andaman"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17.9,NA,"","","AN","South Andaman"
"96. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",6.1,NA,"","","AN","South Andaman"
"97. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",26.9,NA,"","","AN","South Andaman"
"98. Ever undergone a screening test for cervical cancer (%)",1.3,NA,"","","AN","South Andaman"
"99. Ever undergone a breast examination for breast cancer (%)",0.7,NA,"","","AN","South Andaman"
"100. Ever undergone an oral cavity examination for oral cancer (%)",8,NA,"","","AN","South Andaman"
"101. Women age 15 years and above who use any kind of tobacco (%)",19.6,NA,"","","AN","South Andaman"
"102. Men age 15 years and above who use any kind of tobacco (%)",50.8,NA,"","","AN","South Andaman"
"103. Women age 15 years and above who consume alcohol (%)",1.7,NA,"","","AN","South Andaman"
"104. Men age 15 years and above who consume alcohol (%)",32.8,NA,"","","AN","South Andaman"
"1. Female population age 6 years and above who ever attended school (%)",59.5,56.9,"","","AP","Anantapur"
"2. Population below age 15 years (%)",24.3,24,"","","AP","Anantapur"
"3. Sex ratio of the total population (females per 1,000 males)",1047,1000,"","","AP","Anantapur"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",881,1196,"","","AP","Anantapur"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",94.3,89.4,"","","AP","Anantapur"
"6. Deaths in the last 3 years registered with the civil authority (%)",87.2,NA,"","","AP","Anantapur"
"7. Population living in households with electricity (%)",99.6,99.5,"","","AP","Anantapur"
"8. Population living in households with an improved drinking-water source1 (%)",98.8,99.4,"","","AP","Anantapur"
"9. Population living in households that use an improved sanitation facility2 (%)",71.3,47.5,"","","AP","Anantapur"
"10. Households using clean fuel for cooking3 (%)",86.4,65.9,"","","AP","Anantapur"
"11. Households using iodized salt (%)",88.6,77.8,"","","AP","Anantapur"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",73.2,76.5,"","","AP","Anantapur"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",17,NA,"","","AP","Anantapur"
"14. Women who are literate4 (%)",63.6,NA,"","","AP","Anantapur"
"15. Women with 10 or more years of schooling (%)",31.3,30.8,"","","AP","Anantapur"
"16. Women age 20-24 years married before age 18 years (%)",37.3,29,"","","AP","Anantapur"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",2,0.7,"","","AP","Anantapur"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",13.6,5.2,"","","AP","Anantapur"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",95,61.6,"","","AP","Anantapur"
"20. Any method6 (%)",67.6,65.3,"","","AP","Anantapur"
"21. Any modern method6 (%)",67.6,65.3,"","","AP","Anantapur"
"22. Female sterilization (%)",67.2,65,"","","AP","Anantapur"
"23. Male sterilization (%)",0,0,"","","AP","Anantapur"
"24. IUD/PPIUD (%)",0,0,"","","AP","Anantapur"
"25. Pill (%)",0,0.2,"","","AP","Anantapur"
"26. Condom (%)",0.1,0,"","","AP","Anantapur"
"27. Injectables (%)",0,0.2,"","","AP","Anantapur"
"28. Total unmet need7 (%)",6.4,5.2,"","","AP","Anantapur"
"29. Unmet need for spacing7 (%)",3.7,3.9,"","","AP","Anantapur"
"30. Health worker ever talked to female non-users about family planning (%)",21.9,26.9,"","","AP","Anantapur"
"31. Current users ever told about side effects of current method8 (%)",36.4,23.4,"","","AP","Anantapur"
"32. Mothers who had an antenatal check-up in the first trimester (%)",80.3,86.2,"","","AP","Anantapur"
"33. Mothers who had at least 4 antenatal care visits (%)",66.6,77.5,"","","AP","Anantapur"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",97.5,88.9,"","","AP","Anantapur"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",72,59.6,"","","AP","Anantapur"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",38.5,32.3,"","","AP","Anantapur"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",100,93.5,"","","AP","Anantapur"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.1,80.7,"","","AP","Anantapur"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2682,3601,"","","AP","Anantapur"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Anantapur"
